video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,Subscriber_Count,Is_Live_Stream,Top_Comments
9TFJ9fSirB8,"APARAJITA - Full Episode - 562 | ଅପରାଜିତା | Odia Mega serial | Raj Rajesh,Subhashree | Sidharth TV",2023-11-30 13:27:52,UCbBWncD3X_dfXwxmj4KwJnA,Sidharrth TV,24,2023-12-01T00:00:00Z,sidharth tv|sidharthtv|sidharth tv channel|sidharth odia tv channel|sidharthtv odia|sidharth odia video|siddharth tv|sidharth tv mega serial|sidharth tv reality show|mun bi namita agrawal hebi 2|mangula kanya|sampurna laxmi|sidharrth tv|debadasi|manjula kanya full episode|aparajita full episode|mangula kanya full episode|raja sundari gala episode|raja sundari|padyantari|naach odisha|odishara nua swara senior|mekanik didi|mechanic didi full episode,599086,12871,172,https://i.ytimg.com/vi/9TFJ9fSirB8/default.jpg,FALSE,FALSE,8250000,0,"['ସତରେ ମଜା ଆସିଗଲା 🔥🔥', 'My Favourite serial ❤️🙏❤️🙏❤️🙏❤️🙏❤️🙏❤️🙏❤️', 'ବରୁଣ ଭାଇ କୁ seriael କୁ ଶୀଘ୍ର ଆନନ୍ତୁ ବୋଲି କିଏ କିଏ ଚାହୂଚା ଫ୍ରେଣ୍ଡ୍ ❤❤👍👍\nବରୁଣ ଭାଇ ନାହାନ୍ତି ବୋଲି କିଛି ବି ଭଲ ଲାଗୁନି 😔😔\nPlz ଆମ ବରୁଣ ଭାଇ କୁ ଆନନ୍ତୁ', 'My favourite serial ❣️❤️❣️', 'ବରୁଣ ଭାଇ  ଙ୍କୁ କିଏ କିଏ miss କରୁଚ ଏହି ଏପିସୋଡ ରେ କାର୍ତ୍ତିକ , ଭଗବାନ ମୁନୀ ନାରଦ ଙ୍କୁ  ଏହି ଏପିସୋଡ ଦେଖି କାହାକୁ କାହାକୁ ଖୁସି ଲାଗିଲା ଗୋଟେ 👍👍👍👍👍👍👍 କର\nଆଜିର ଏପିସୋଡ। ବହୁତ ମଜା ଲାଗିଲା❤❤❤❤', 'Very nice serial❤👍😘🥰❤️', 'So very beautiful episode ❤️❤️❤️🥰🥰🥰😍😍', 'ଅପରାଜିତା ସିରିଏଲ ର ତାଙ୍କ ଘର ବଦଳି ଯାଇଛି 👌👌', 'My favourite sirial 🎉🎉🎉', 'ଦେଖା ଯାଉ ଏ ପଦ୍ମା ପୁଣି କେତେ ଦିନ ପରେ ଅପରାଜିତା କୁ କି କି ଦୋଷ ଦେବ']"
Sm7fButI6lU,Mahanadhi | 30th Nov & 1st Dec 2023 - Promo,2023-11-30 7:50:38,UCvrhwpnp2DHYQ1CbXby9ypQ,Vijay Television,24,2023-12-01T00:00:00Z,Mahanathi|Star|Star Vijay TV|Vijay TV|Vijay|Redefining Entertainment|தமிழ்|விஜய்|டிவி|தொலைக்காட்சி|Tamil TV|Tamil Shows,1573530,31063,425,https://i.ytimg.com/vi/Sm7fButI6lU/default.jpg,FALSE,FALSE,22100000,0,"['Started  watching this  serial only for swami... ❤❤Swami killed his fans through his acting.... 😍😍', 'This promo trending bcz of Swamy ❤#2. Congratulations. Its a super duper birthday gift golden star ⭐❤🎉', 'யாருக்கெல்லாம் விஜய் ஆக்டிங் பிடிக்கும் ❤❤', 'Superb promo ♥️😻🎉poduu ❤kavery acting smma ♥️😻 vijay Kaveri combo perfect match ♥️😻', 'Happy Birthday 🎂 Suriya sir 💥🥳 the Acting Killer ❤️\u200d🔥❤️\u200d🔥', 'SAM semmmmmya irukinga ❤❤❤❤❤❤ Vijay acting expressions lam semmma cuteeeeeeee ♥️♥️♥️', 'Vijay-kaveri jodi super! I love their Tom and jerry dynamic!❤😊', 'Happy birthday to you anna 🎂🎂🎂🎂Vijay acting 😍😍', 'எங்களை புன்னகைக்க செய்யும் உங்களின் புன்னகை என்றென்றும் நிலைத்திருக்க இனிய பிறந்தநாள் வாழ்த்துகள் சுவாமி❤😍🎉💐', 'பிறந்தநாள் வாழ்த்துக்கள் சுவாமி . 😊']"
R-sh22bAAA4,अब AARAMBH NEET 2024 का होगा AAGAAZ…… 🔥🚀 #AarambhNEET2024,2023-11-30 6:45:01,UCD16eo98AXl-9T61Xd711kQ,Competition Wallah,27,2023-12-01T00:00:00Z,neet|neet 2024|neet batch|neet batch pw|neet batch pw 2024|neet 2024 batch|aarambh batch|aarambh neet 2024|aarambh neet|aarambh neet 2024 pw|neet aarambh batch|neet 2024 batch physics wallah|neet batch 2024|pw|neet 2024 preparation|competition wallah|neet exam|neet preparation|pw live|neet strategy|neet 2024 exam strategy|neet exam 2024|batch for neet 2024|batch for neet|batch for neet 2024 pw|neet aarambh batch 2024|neet 2024 new batch|cw,93820,5421,522,https://i.ytimg.com/vi/R-sh22bAAA4/default.jpg,FALSE,FALSE,2680000,0,"['📚 Aarambh NEET 2024 : https://physicswallah.onelink.me/ZAZB/1cmsagpm\n \n📲 PW App/Website: https://physicswallah.onelink.me/ZAZB/PWAppWEb\n📚 PW Store: https://physicswallah.onelink.me/ZAZB/iw6qdu3t\n🌐 Telegram:https://t.me/neetwallahpw', 'No One can beat Physics wallah bcz it is not an only institute it is an emotion ❤', 'Editor needs Oscar ❤❤❤', 'Vote for whole zoology bu SAMAPTI MAM 👍', 'Thanks a Lot sir... Much needed series 😢❤❤', 'Pls full human physiology by SAMAPTI MAM, pls vote guys ❤️🙏🏻🙏🏻', 'DV baba best physical chemistry teacher ❤❤❤❤', 'Respect button for ALAKH PANDEY SIR\n👇', 'DV baba is the king of physical chemistry 👑🙏🏻🙏🏻🥰🥰', 'YJ Sir is the king of Organic chemistry 👑👑🙏🏻🙏🏻🥰🥰']"
4u92ooRjKzc,School Se Lene  Gaya Piyush Kunali Ko 😍 Super Car Mein,2023-11-30 2:30:02,UCjvgGbPPn-FgYeguc5nxG4A,Sourav Joshi Vlogs,22,2023-12-01T00:00:00Z,shopping in london|london shopping|sourav joshi|sourav joshi vlogs|family vlogs|daily vlogs|piyush joshi|piyush joshi vlogs|sourav joshi arts|super car|super car vlog|fortuner|fortuner vlog|ppf nikal diya,4151330,301624,8074,https://i.ytimg.com/vi/4u92ooRjKzc/default.jpg,FALSE,FALSE,23600000,0,"['23.5 million the love and support we give is what deserves souravii you parents are truly proud to have you as their son 👍 never give up Sourav', ""Let's we all appreciate the content this man and his crew makes just a masterpiece what's he's gonna doing the future ❤️❤️ ❤️❤️"", ""Kunali, Mummy,Dada-dadi n Chacha-Chachi all are so adorable n simple as earlier ❤ 💗\nBut Piyush's behaviour n nature has been completely changed...does not talk more n behaves arrogantly....!"", 'Sir, if you want to go to Ladakh you can go in May as in Pangong Lake at night it is -5 degrees...\nI went this year and am sharing my experience😊\nAlso, people above 50 years might have breathing issues so if you go please stay in Srinagar for 3-4 days to get acquired in the height...\nLove from Gujarat ❤❤❤', ""Saw Sourav's vlog after really long time. \n\nWhy does Piyush look calm/sad? Is it because he grew up a little older? He always used to be very hyper."", ""Let's take the moment to appreciate how much effort he puts into the content for us ❤"", 'The love and respect we have for saurabh bhi is unconditional......❤', 'He is a down to earth person, one day he will show the world who he is and then the world will say Saurav is a brand name.❤❤', ""Our family just love you vlogs ❤our breakfast starts with yous vlogs and it's so fun to see the whole family together in this modern era 💖😊😊😊😊\xa0 → Thank you for watching Sourav Joshi vlogs❤❤❤"", 'Love from Dubai ❤']"
tU6O2XBOjro,Girls College Bunk | EMI Rani | ( Check Description👇),2023-11-29 12:30:29,UCUKv9os4AZolovN8AS6yyBw,EMI Rani,23,2023-12-01T00:00:00Z,EMI Rani|Emi Rani Youtube Channel|Emi Rani channel|Emi Rani channels|emi rani latest|emi rani new video|emi rani latest video|emi rani channel tamil|emi|entertainment|women centric|female oriented videos|female oriented content|girls college bunk|girls college bunk emi|emi girls college bunk|emi rani girls college bunk|emi college bunk video|girls college bunk video emi|emi mirthula video|emi ramya video|emi rani srimathi|emi rani college bunk video,137731,3473,101,https://i.ytimg.com/vi/tU6O2XBOjro/default.jpg,FALSE,FALSE,946000,0,"['Very funny! Shri being like Mr Bean for this skit was superb! 😂😂', 'Super concept, that scene when Miruthula akka beat Preetham anna and anna still dancing🤣🤣 Miruthula akka and Ramya akka combo la video neriya podunga please😇Sri akka acting nice🤭', 'City love village love part 4 please 😭😭😭😭😭😭😭', '5:21  akka 😂 expression and dialogue vera level 🤣🤣✨🤞', 'City girl in village part 3😢😢😢❤ please 😢❤ yarukalaam venum like frnds👈👈👈', 'Vera level video 😹❤️', 'Extraordinary ❤', 'City love vs village love part4 please❤', 'Prethum dance Vera Mari 😂😂😅', 'Part 2 venum please ❤❤❤']"
2SR_CsnfaWw,കെട്ട്യോനും കുട്ട്യോളുമായി ഒരു ദിവസം |full day in my life with family|my choice by Falila |day vlog,2023-11-29 9:44:02,UCPKH9VYUY22xqjzM8_PsKzA,My choice by Falila,22,2023-11-30T00:00:00Z,My choice by Falila|Day in my life|Malayalam vlog|Full day vlog,37905,1397,181,https://i.ytimg.com/vi/2SR_CsnfaWw/default.jpg,FALSE,FALSE,772000,0,"['Zahra abayas contact no👇🏻\n9544966333\nInsta page👇🏻\n\nhttps://instagram.com/zahra_abaya_ktni?utm_source=qr&igshid=YzU1NGVlODEzOA==https://instagram.com/zahra_abaya_ktni?igshid=NGVhN2U2NjQ0Yg==', 'Masha Allah..❤', 'നയിശുന്റെ കുശുമ്പ് 🤣നല്ല രസം ഉണ്ട് 👍', 'മാഷാ അല്ലാഹ് സൂപ്പർ വീഡിയോ 👍👍👍ഇക്ക ഒത്തുള്ള day life വീഡിയോ waitting ആയിരുന്നു 😍😍nayishu kuuti😘😘😘അബായ നല്ല bangiunde', 'മാഷാ അല്ലാഹ് ഫസി നിന്റെ ഫർത എനിക്ക് ഈഷ്ട്ടായി എല്ലാവരെയും കണ്ടതിൽ സന്തോഷം', 'masha allah😊😊.. ❤', 'masha allah adipoli  vlog', '👍👍👍👍👍👍', 'Maa sha allaah🌹❤', 'Masha Allah, super vlog ❤']"
5BsmjuIar8Y,2 JCB 3dx Xpert Loading Mud | New TATA 3530 Tipper Loading Mud | TATA 2518 Tipper,2023-11-29 2:30:02,UC1V1PQT_ZVRjzuzioG05rrQ,Pramod`s Life,2,2023-12-01T00:00:00Z,Tractor stunt|tractor stuck|swaraj|John Deere|tractor|john deere tractor|new holland tractor|kubota tractor|tractor price|mini tractor|tractor tractor|tractor race|tractor ki video|tractor stunt|eicher tractor|mahindra mini tractor|tractor video|tractor farming|tractors stuck in mud|tractor toy|mini jcb 3dx|small tractor|kids video|tractor stunt video|cultivator|tractor test video|toy video,333198,2270,37,https://i.ytimg.com/vi/5BsmjuIar8Y/default.jpg,FALSE,FALSE,6770000,0,"['Excellent work brother ❤🎉', '😍😍😍', 'Shaandaar video vinod and pramod bhaiya ❤\nEsi hi bnao vo tyre ke niche mat dala kro camera 😂\nBaki aap ke saare channel dekhta hu saare videos ❤❤❤', 'Good work brother 👍', 'Bhai...Fir se Trending me aaa jaao...Aur Jcb ki khudai ko Trend me wapaas laao...😅😂❤', '""जीवन की यात्रा में खुशी को अपने निरंतर साथी के रूप में चुनें। खुशी एक मंजिल नहीं बल्कि एक मानसिकता है। सकारात्मकता को अपनाएं, छोटे-छोटे क्षणों में सुंदरता ढूंढें और हंसी को अपने दिल में गूंजने दें। अस्तित्व की टेपेस्ट्री में, कृतज्ञता, दयालुता के धागे बुनें। और प्यार। हमेशा खुश रहो, क्योंकि खुशी एक विकल्प है।""आपका वीडियो बहुत अच्छा है। मुझे यह पसंद आया, बहुत-बहुत धन्यवाद।', 'Good job pramod bhai❤❤❤❤', '❤❤❤❤❤❤❤❤❤❤', 'Bhai aap ek diesel tanker banwa lo to accha rahega', 'બહુત અછ્યી. વિડીયો હૈ❤❤❤']"
d1jo38pd1-U,#MounaragamPromo കല്യാണി സംസാരിച്ചു തുടങ്ങിയ വിവരമറിയാതെ പ്രകാശൻ,2023-11-29 2:15:38,UCp_r6Z-Oh0YTf-ym71z5Nqg,Asianet,24,2023-11-29T00:00:00Z,Asianet Serial|Baiju|CS|Entertainment|Family|Fun|Kalyani|Kiani|Kiran|Malayalam Serial Full Episode|Mega Serial|Mouna Ragam|Mounaragam|Mounaragam Full Episode|Mounaragam Hotstar|Mounaragam Latest Episode|Mounaragam asianet|Mounaragam serial|Parumol|Popular serial Mounaragam|Prakashan|Rahul|Romance|Roopa|Sarayu|Soni|Sugar Crush|Trolls|Vikram|Watch Mounaragam Serial,384708,4579,40,https://i.ytimg.com/vi/d1jo38pd1-U/default.jpg,FALSE,FALSE,9930000,0,"['Kiyani❤️. കല്യാണിക്ക് ഇനി bold ആയ ക്യാരക്ടർ കൊടുക്കണം mama..എന്നിട്ട് സരയും പ്രകാശനും മറ്റുള്ളവർ ഒക്കെ പ്ലിംഗ് ആകുന്നത് കാണാൻ waiting ❤😂', 'Prakashan  attitude 🔥', 'എടൊ പ്രകാശ എന്ന് വിളിക്കാൻ കൊതിക്കുന്ന ഞാൻ🔥നന്മമരം കല്യാണി വിളിക്കുമോ....', 'അങ്ങനെ മൗനരാഗം ശബ്ദരാഗമായി 😂😂😂', 'വിക്രത്തിന് കിട്ടിയ പോലെ എന്തേലും ഒരു പണിയായിരിക്കും സരയുനും രൂപ കൊടുക്കുന്നത്.....', 'അറു ബോറൻ സീരിയൽ 😂😂😂😂', 'നേരിട്ടു കണ്ടു സംസാരിച്ചിട്ടുള്ള ആളു ബാലാജി ഈ സീരിയലിലെ കഥാ പാത്രത്തെ വെറുക്കുന്നു', 'പ്രകാശനെ ഒരു പാട് പൊട്ടൻ കളിപ്പിച്ചു ലാഗടിക്കല്ലേ പ്രകാശൻ വേഗം തന്നെ അറിയണം കല്യാണി സംസാരിക്കുന്നത് കാരണം ഈ അവഹേളനം മഹാ ബോറാണ് പ്രകാശന് മാറ്റം ആവശ്യമാണ്......', 'Ini samsarichu ennu ellareyum ariyikkan 2 masam😂😂😂', 'ഇനി എന്ന് സംസാരിക്കും പ്രകാശന്റെ മുന്നിൽ.']"
7A74vluAsNs,#Video - हथियार | #Pawan Singh | Namrita Malla | Hathiyar | Raj Nandani Singh | Bhojpuri Hit Song,2023-11-29 0:45:05,UC22nIfOTM7KLIQuFGMKzQbg,Wave Music,10,2023-11-30T00:00:00Z,pawan singh new song|pawan singh ka gaana|pawan singh hathiyar|Hathiyaar Pawan Singh|Pawan Singh Jila Ke Rangdar|Jila Ke Rangdar Pawan Singh|Pawan Singh Bhada Par Hathiyar|Pawan Singh Ke Gaana|Pawan Singh Naya Gaana|Pawan Singh Video|Hathiyar Bhojpuri Song|Hathiyar|jila ke rangdar pawan singh|pawan singh jila ke rangdar|pawan singh|bhada par hathiyar|Pawan Singh Bhada Par Hathiyar Deveni|Bhada Par Hathiyar Deveni|Hathiyar Deveni|Pawan Singh Rangdari Song,2771995,216306,26056,https://i.ytimg.com/vi/7A74vluAsNs/default.jpg,FALSE,FALSE,59800000,0,"['जियो बॉस 👌🏻👌🏻 एक दम पॉवर फूल 💪💪 सॉन्ग है बवाल 🔥🔥 मचा देगा ये सॉन्ग जियो बॉस 👌🏻👌🏻', 'कौन कौन मानता है की ये जब भी गाते है तो दिल को छू जाता है💝💐🥀......?', 'दिल और आत्मा को छू लेने वाला गाना🎵 ❤❤ में  धन्यवाद  करता  हूँ  उस  माँ  का  जिसने  हमारे  पवन भैया  को  जन्म दिया 🕢💮', 'Bawalllll❤❤❤', 'कौन कौन मानता है कि भोजपुरी इंडस्ट्री के जान है अपने पवन सिंह ये जब भी गाते हैं सीधा दिल को छू जाते हैं ❤', 'दिल को छू लेने वाला अद्भुत गीत है.❤❤❤❤', '❤जियो पवन भैया ऐसे ही गर्दा उड़ाते रहिए जब आप आप गाते हैं तो दिल को छू जाते है❤', 'Nice Lyrics, Nice Music, Nice Singing, Nice Dancing, Nice Performens, Nice Acting, Nice Editing, Nice Video 🎥 ALL So Good Song ❤❤ ""Hathiyar"" Elegant Song❤', 'कौन कौन मानता है कि ये जब भी गाते हैं तो दिल छू जाती है कि....??💞🥰🤟💪💪👌👌👌', 'पूजा बिना हवन के \nऔर , भोजपुरी बिना पवन के मुमकिन नहीं होता ।।\nजिय शेर पवन भैया छा गइला ❤❤❤']"
Yie8Qdk_YKo,NEW! Taarak Mehta Ka Ooltah Chashmah | Ep 3940 | 28 Nov 2023 | Teaser,2023-11-28 15:30:12,UC6-F5tO8uklgE9Zy8IvbdFw,Sony SAB,24,2023-11-30T00:00:00Z,Nitish Bhaluni|तारक मेहता|Ooltah Chashmah|sab tv channel|taarak mehta latest episodes|taarak mehta ka ooltah chashmah|hindi comedy show|sab tv funny show|taarak new episode|ulta chashma|tarak mehta ka ultah chashma|taarak mehta episode|tmkoc todays episode|taark mehta new episodes|tmkoc teaser today|tmkoc new taarak mehta|dilip joshi|dilip joshi jethalal|tmkoc funny episode|moon land|lunar land|taarak mehta ka ooltah chashma teaser episode 3940,1946088,37773,940,https://i.ytimg.com/vi/Yie8Qdk_YKo/default.jpg,FALSE,FALSE,87500000,0,"['Watch the full episode of  Taarak Mehta Ka Ooltah Chashmah: https://bitly.ws/33ENt', 'No one can beat jethalal in entertainment world❤❤', 'If laughter is best medicine \nThen jethalal is a doctor 😊😊', 'Galti hamri hai jo daya ke liye !!  show dekh rahe hai...😢😢', 'Jethalal is very funny comedy 😂😂😂😅', 'No one can beat dillip joshi acting full enjoyment 😂😂😂😂😂😂😂😂😂😂', 'Jetha lal is very  funny 😂🎉🎉😂❤❤❤', 'Jethalal is the master of happiness', 'Agar Daya bhabhi nahi aayege tu\nWe want GULABO back', 'Jethalal is best comedy man ❤❤❤']"
Lv1ydJy5S28,We are expecting Twins | किसीने बताया नहीं The Mamacado Show | Ep - 1,2023-11-28 9:19:49,UC1HnNIpLeEx3ROMBKT7xYBA,Rubina Dilaik,22,2023-11-29T00:00:00Z,Rubina|Rubina Dilaik|Rubinav|Kisine bataya nahi|Pregnancy show|Rubina dilaik Youtube channel|Rubina dilaik mom|Rubina dilaik|Rubina dilaik fans|Rubina love|Twins|Twin pregnancy,1445377,53194,2854,https://i.ytimg.com/vi/Lv1ydJy5S28/default.jpg,FALSE,FALSE,996000,1,"['Welcoming twins into the world is one of the most amazing things that can happen. Twins are a force of nature and bring so much joy and happiness into life.', 'Having twins is like setting up a new business – double the hard work in the beginning, but double the return as the years go by. Congratulations.', 'Your twins are a testament to the beauty of life’s surprises. Congratulations on embracing this new chapter with open arms.', 'May the journey of raising your twins be filled with precious moments and unforgettable experiences. Congratulations and enjoy every step!', 'Congratulations on the birth of your twins! Everything should be done in double, it’s hard but bear in mind that loving and caring your twins is priceless.', 'I still remember watching you guys on BiggBoss while I was pregnant. Wish I can have twin pregnancy too with natural birth. Remember me in prayers please. ❤😊', 'Having twins means that the parents never have to fight over who gets to hold the baby.  😆🥰🥰🥰🥰😜😜😜😜😜', ""As a medico what she's saying is absolutely right...twin pregnancy is way different then normal ❤\nStay blessed 😊"", 'Congratulations to you two 🎉❤\nIt’s an absolute blessing. May lord shower his blessings upon you both and on your twins too. Good health and everlasting happiness to the little nuggets. \nPlease take care of yourself everything will be smooth and fine. Can’t wait to hear the news ❤ I feel it’s a baby boy and a girl just like the wonderful parents Abhi and Rubi. Lots of love blessings to you guys ♥️😘🧿', 'Having twins means double the work but also double the happiness – making it all the more priceless. Congratulations.']"
NpLEeJ7MjFs,When English Medium & Hindi Medium Are Neighbours | Ft. Kanikka Kapur & Mohit Kumar | RVCJ Media,2023-11-28 6:30:06,UCGyEq-EoY4Gn4RfknRQxWYw,RVCJ Media,24,2023-12-01T00:00:00Z,RVCJ Media|RVCJ|RVCJ Media new video|RVCJ Media latest release|RVCJ latest video|RVCJ originals|RVCJ videos|RVCJ Web Series|RVCJ trending videos|RVCJ Media latest|RVCJ Media latest video|RVCJinsta|RVCJ latest|kanikka kapur|mohit kumar|kanikka kapur serial|English medium vs Hindi Medium|english medium|hindi medium|english vs hindi|modern dating|situationship|pintola|peanut butter|relationship|love story|south vs north|trending|rvcj media new video,972952,40549,1528,https://i.ytimg.com/vi/NpLEeJ7MjFs/default.jpg,FALSE,FALSE,3250000,0,"['Pintola High Protein Peanut Butter: https://tinyurl.com/PintolaxRVCJ\nPintola Brown Rice Cakes: https://tinyurl.com/PintolaxRVCJRC', 'We Want Mohit And Kanika In A Webseries, They Are Looking Good Together..', 'Mohit and Kanika ..both are so cute..❤️ and to be honest very happy to see them together...yaad aa gyi EDKV 2 ki...best show I have ever watched 🥰', 'I love Mohit and Kanika series ❤\nPlease make more series with Mohit and Kanika 🙏', 'Mohit ,Kanika is always my favourite couple..their chemistry is awesome❤❤', ""It's not a just video, It's a emotion to every EDKV2 fans. What I am feeling right now, I can't explain!! To be honest you guys look so good together ❤️ We will wait for more videos and series 😇"", 'Feels good seeing Shravan and Suman after a long time❤❤.......wanna see them in some web series or show again', 'Amazing performance 💯\nPlease cast them again in a series🔥', 'What an amazing actor...conveyed the emotions through his eyes. Kanikka Kapur nailed her role as well. Keep it up guys. धन्यवाद for this awesome video.', 'Happy to see the perfect duo(Mohit & Kanikka )\nWe want more 🎉❤']"
NpLEeJ7MjFs,When English Medium & Hindi Medium Are Neighbours | Ft. Kanikka Kapur & Mohit Kumar | RVCJ Media,2023-11-28 6:30:06,UCGyEq-EoY4Gn4RfknRQxWYw,RVCJ Media,24,2023-11-30T00:00:00Z,RVCJ Media|RVCJ|RVCJ Media new video|RVCJ Media latest release|RVCJ latest video|RVCJ originals|RVCJ videos|RVCJ Web Series|RVCJ trending videos|RVCJ Media latest|RVCJ Media latest video|RVCJinsta|RVCJ latest|kanikka kapur|mohit kumar|kanikka kapur serial|English medium vs Hindi Medium|english medium|hindi medium|english vs hindi|modern dating|situationship|pintola|peanut butter|relationship|love story|south vs north|trending|rvcj media new video,736426,33795,1306,https://i.ytimg.com/vi/NpLEeJ7MjFs/default.jpg,FALSE,FALSE,3250000,0,"['Pintola High Protein Peanut Butter: https://tinyurl.com/PintolaxRVCJ\nPintola Brown Rice Cakes: https://tinyurl.com/PintolaxRVCJRC', 'We Want Mohit And Kanika In A Webseries, They Are Looking Good Together..', 'Mohit and Kanika ..both are so cute..❤️ and to be honest very happy to see them together...yaad aa gyi EDKV 2 ki...best show I have ever watched 🥰', 'I love Mohit and Kanika series ❤\nPlease make more series with Mohit and Kanika 🙏', 'Mohit ,Kanika is always my favourite couple..their chemistry is awesome❤❤', ""It's not a just video, It's a emotion to every EDKV2 fans. What I am feeling right now, I can't explain!! To be honest you guys look so good together ❤️ We will wait for more videos and series 😇"", 'Feels good seeing Shravan and Suman after a long time❤❤.......wanna see them in some web series or show again', 'Amazing performance 💯\nPlease cast them again in a series🔥', 'What an amazing actor...conveyed the emotions through his eyes. Kanikka Kapur nailed her role as well. Keep it up guys. धन्यवाद for this awesome video.', 'Happy to see the perfect duo(Mohit & Kanikka )\nWe want more 🎉❤']"
3jIdfchGGLs,[Hindi] BMPS 2023 | Group Red | League Stages - Week 1 Day 6,2023-11-27 17:28:40,UCugG6-k5QGbq_iDEPAnG4NQ,KRAFTON INDIA ESPORTS,20,2023-11-29T00:00:00Z,BATTLEGROUNDS MOBILE INDIA|BATTLEGROUNDSMOBILEINDIA|BATTLEGROUNDS MOBILE|BATTLEGROUNDS|BATTLEGROUNDS MOBILE INDIA OFFICIAL CHANNEL|BATTLEGROUNDS MOBILE INDIA YOUTUBE|BGMI|BATTLEGROUNDS MOBILE INDIA Release date|BATTLEGROUNDS MOBILE INDIA Teaser,1002622,34757,99,https://i.ytimg.com/vi/3jIdfchGGLs/default.jpg,FALSE,FALSE,1050000,1,"['2:21:58 epic singing by Maezy for HH \U0001f979💜💜💜', '❤❤❤Well Played Growing Strong ❤❤❤❤❤❤❤❤❤', 'Growing strong well played', 'Growing strong 💪', 'RNT OP 💜💜💜', 'Godlike ❤', 'Overall standings- 4:49:01', ""Let's Play together 💪🏻"", 'HAIL Hydra 🐉❤🐉', 'Be revenant 💜']"
3jIdfchGGLs,[Hindi] BMPS 2023 | Group Red | League Stages - Week 1 Day 6,2023-11-27 17:28:40,UCugG6-k5QGbq_iDEPAnG4NQ,KRAFTON INDIA ESPORTS,20,2023-12-01T00:00:00Z,BATTLEGROUNDS MOBILE INDIA|BATTLEGROUNDSMOBILEINDIA|BATTLEGROUNDS MOBILE|BATTLEGROUNDS|BATTLEGROUNDS MOBILE INDIA OFFICIAL CHANNEL|BATTLEGROUNDS MOBILE INDIA YOUTUBE|BGMI|BATTLEGROUNDS MOBILE INDIA Release date|BATTLEGROUNDS MOBILE INDIA Teaser,1009041,34818,102,https://i.ytimg.com/vi/3jIdfchGGLs/default.jpg,FALSE,FALSE,1050000,1,"['2:21:58 epic singing by Maezy for HH \U0001f979💜💜💜', '❤❤❤Well Played Growing Strong ❤❤❤❤❤❤❤❤❤', 'Growing strong well played', 'Growing strong 💪', 'RNT OP 💜💜💜', 'Godlike ❤', 'Overall standings- 4:49:01', ""Let's Play together 💪🏻"", 'HAIL Hydra 🐉❤🐉', 'Be revenant 💜']"
00j3ErYdDts,"Zulm - Ep 02 [𝐂𝐂] - 27 Nov 23 - Sponsored By Happilac Paint, Sandal Cosmetics, Nisa Collagen Booster",2023-11-27 16:00:00,UCEeEQxm6qc_qaTE7qTV5aLQ,HUM TV,24,2023-11-29T00:00:00Z,pakistani serial|top pakistani drama|best pakistani drama|pakistani drama new|pakistani dramas|faisal qureshi New Drama|faisal qureshi|Zulm New Drama|Zulm New Drama ep 02|Zulm ep 02|faisal qureshi Zulm 02|02 ep Zulm|sahar hashmi new drama|Zulm 2023|Zulm 02|Zulm episode 02|Zulm ep|Zulm new drama|Zulm latest ep|zulm drama episode 2|zulm drama|zulm 2|Zulm - Ep 02|Zulm tonight ep 02|Zulm|pakistani drama|zulm|hum tv|hum tv drama,2312286,31046,622,https://i.ytimg.com/vi/00j3ErYdDts/default.jpg,FALSE,FALSE,32300000,0,"['👉 Subscribe To HUM TV - https://bit.ly/Humtvpk', 'Best leader — Muhammad (S. A. W)\nBest lyrics — Azan\nBest guide — Quraan\nBest request — Dua\nBest tour — Haj❤\nBest success — Namaz\nBest daughter — Fatima Bibi (R. A)❤', 'Pakistani dramas are very realistic and full of emotions,no extra makeup , no extra jewellery and no overacting .... it based on now a days situation and Every drama gives a moral, lots of love from India', 'Who agree with me? Best Leader Hazrat Muhammad SAW ❤ Best words Azan ❤ Best Tour Hajj ❤ Best Guide Quran Shreef ❤ Best daughter Bibi Fatima ❤ Best lyrics Azan ❤😊', 'We as Pakistani \nCitizens should be proud of the best quality of our dramas, which are much liked by their  viewers all over the world.', 'Fabulous Faisal Qureshi, From One scene he can raise the value of the episode and the series. He excels in this role terribly; this work should get the success it deserves...', 'No one can beat the level of the Pakistani drama and their OST❤❤', 'No one can beat acting of Faisal Quarashi ❤️', 'Faisal quraishi  ka koi drama bora hohi nahi sakta . So talented actor 👍👑', 'PROUD TO BE A MUSLIM ❤❤']"
